中文简称,地区码,区域名称,上级区域编码,
明水县,231225,明水县,231200,
绥棱县,231226,绥棱县,231200,
安达市,231281,安达市,231200,
肇东市,231282,肇东市,231200,
海伦市,231283,海伦市,231200,
大兴安岭地区,232700,大兴安岭地区,230000,
加格达奇区,232701,加格达奇区,232700,
呼玛县,232721,呼玛县,232700,
塔河县,232722,塔河县,232700,
漠河县,232723,漠河县,232700,
上海,310000,上海,1,
上海,310100,上海市,310000,
黄浦区,310101,黄浦区,310100,
徐汇区,310104,徐汇区,310100,
长宁区,310105,长宁区,310100,
静安区,310106,静安区,310100,
普陀区,310107,普陀区,310100,
虹口区,310109,虹口区,310100,
杨浦区,310110,杨浦区,310100,
闵行区,310112,闵行区,310100,
宝山区,310113,宝山区,310100,
嘉定区,310114,嘉定区,310100,
浦东新区,310115,浦东新区,310100,
金山区,310116,金山区,310100,
松江区,310117,松江区,310100,
青浦区,310118,青浦区,310100,
奉贤区,310120,奉贤区,310100,
崇明区,310151,崇明区,310100,
江苏,320000,江苏省,1,
南京,320100,南京市,320000,
玄武区,320102,玄武区,320100,
秦淮区,320104,秦淮区,320100,
建邺区,320105,建邺区,320100,
鼓楼区,320106,鼓楼区,320100,
浦口区,320111,浦口区,320100,
栖霞区,320113,栖霞区,320100,
雨花台区,320114,雨花台区,320100,
江宁区,320115,江宁区,320100,
六合区,320116,六合区,320100,
溧水区,320117,溧水区,320100,
高淳区,320118,高淳区,320100,
无锡,320200,无锡市,320000,
锡山区,320205,锡山区,320200,
惠山区,320206,惠山区,320200,
滨湖区,320211,滨湖区,320200,
梁溪区,320213,梁溪区,320200,
新吴区,320214,新吴区,320200,
江阴市,320281,江阴市,320200,
宜兴市,320282,宜兴市,320200,
徐州,320300,徐州市,320000,
鼓楼区,320302,鼓楼区,320300,
云龙区,320303,云龙区,320300,
贾汪区,320305,贾汪区,320300,
泉山区,320311,泉山区,320300,
铜山区,320312,铜山区,320300,
丰县,320321,丰县,320300,
沛县,320322,沛县,320300,
睢宁县,320324,睢宁县,320300,
新沂市,320381,新沂市,320300,
邳州市,320382,邳州市,320300,
常州,320400,常州市,320000,
天宁区,320402,天宁区,320400,
钟楼区,320404,钟楼区,320400,
新北区,320411,新北区,320400,
武进区,320412,武进区,320400,
金坛区,320413,金坛区,320400,
溧阳市,320481,溧阳市,320400,
苏州,320500,苏州市,320000,
虎丘区,320505,虎丘区,320500,
吴中区,320506,吴中区,320500,
相城区,320507,相城区,320500,
姑苏区,320508,姑苏区,320500,
吴江区,320509,吴江区,320500,
常熟市,320581,常熟市,320500,
张家港市,320582,张家港市,320500,
昆山市,320583,昆山市,320500,
太仓市,320585,太仓市,320500,
南通,320600,南通市,320000,
崇川区,320602,崇川区,320600,
港闸区,320611,港闸区,320600,
通州区,320612,通州区,320600,
海安县,320621,海安县,320600,
如东县,320623,如东县,320600,
启东市,320681,启东市,320600,
如皋市,320682,如皋市,320600,
海门市,320684,海门市,320600,
连云港,320700,连云港市,320000,
连云区,320703,连云区,320700,
海州区,320706,海州区,320700,
赣榆区,320707,赣榆区,320700,
东海县,320722,东海县,320700,
灌云县,320723,灌云县,320700,
灌南县,320724,灌南县,320700,
淮安,320800,淮安市,320000,
清江浦区,320802,清江浦区,320800,
淮安区,320803,淮安区,320800,
淮阴区,320804,淮阴区,320800,
洪泽区,320813,洪泽区,320800,
涟水县,320826,涟水县,320800,
盱眙县,320830,盱眙县,320800,
金湖县,320831,金湖县,320800,
盐城,320900,盐城市,320000,
亭湖区,320902,亭湖区,320900,
盐都区,320903,盐都区,320900,
大丰区,320904,大丰区,320900,
响水县,320921,响水县,320900,
滨海县,320922,滨海县,320900,
阜宁县,320923,阜宁县,320900,
射阳县,320924,射阳县,320900,
建湖县,320925,建湖县,320900,
东台市,320981,东台市,320900,
扬州,321000,扬州市,320000,
广陵区,321002,广陵区,321000,
邗江区,321003,邗江区,321000,
江都区,321012,江都区,321000,
宝应县,321023,宝应县,321000,
仪征市,321081,仪征市,321000,
高邮市,321084,高邮市,321000,
镇江,321100,镇江市,320000,
京口区,321102,京口区,321100,
润州区,321111,润州区,321100,
丹徒区,321112,丹徒区,321100,
丹阳市,321181,丹阳市,321100,
扬中市,321182,扬中市,321100,
句容市,321183,句容市,321100,
泰州,321200,泰州市,320000,
海陵区,321202,海陵区,321200,
高港区,321203,高港区,321200,
姜堰区,321204,姜堰区,321200,
兴化市,321281,兴化市,321200,
靖江市,321282,靖江市,321200,
泰兴市,321283,泰兴市,321200,
宿迁,321300,宿迁市,320000,
宿城区,321302,宿城区,321300,
宿豫区,321311,宿豫区,321300,
沭阳县,321322,沭阳县,321300,
泗阳县,321323,泗阳县,321300,
泗洪县,321324,泗洪县,321300,
浙江,330000,浙江省,1,
杭州,330100,杭州市,330000,
上城区,330102,上城区,330100,
下城区,330103,下城区,330100,
江干区,330104,江干区,330100,
拱墅区,330105,拱墅区,330100,
西湖区,330106,西湖区,330100,
滨江区,330108,滨江区,330100,
萧山区,330109,萧山区,330100,
余杭区,330110,余杭区,330100,
富阳区,330111,富阳区,330100,
桐庐县,330122,桐庐县,330100,
淳安县,330127,淳安县,330100,
建德市,330182,建德市,330100,
临安市,330185,临安市,330100,
宁波,330200,宁波市,330000,
海曙区,330203,海曙区,330200,
江北区,330205,江北区,330200,
北仑区,330206,北仑区,330200,
镇海区,330211,镇海区,330200,
鄞州区,330212,鄞州区,330200,
象山县,330225,象山县,330200,
宁海县,330226,宁海县,330200,
余姚市,330281,余姚市,330200,
慈溪市,330282,慈溪市,330200,
奉化区,330283,奉化区,330200,
温州,330300,温州市,330000,
鹿城区,330302,鹿城区,330300,
龙湾区,330303,龙湾区,330300,
瓯海区,330304,瓯海区,330300,
洞头区,330305,洞头区,330300,
永嘉县,330324,永嘉县,330300,
平阳县,330326,平阳县,330300,
苍南县,330327,苍南县,330300,
文成县,330328,文成县,330300,
泰顺县,330329,泰顺县,330300,
瑞安市,330381,瑞安市,330300,
乐清市,330382,乐清市,330300,
嘉兴,330400,嘉兴市,330000,
南湖区,330402,南湖区,330400,
秀洲区,330411,秀洲区,330400,
嘉善县,330421,嘉善县,330400,
海盐县,330424,海盐县,330400,
海宁市,330481,海宁市,330400,
平湖市,330482,平湖市,330400,
桐乡市,330483,桐乡市,330400,
湖州,330500,湖州市,330000,
吴兴区,330502,吴兴区,330500,
南浔区,330503,南浔区,330500,
德清县,330521,德清县,330500,
长兴县,330522,长兴县,330500,
安吉县,330523,安吉县,330500,
绍兴,330600,绍兴市,330000,
越城区,330602,越城区,330600,
柯桥区,330603,柯桥区,330600,
上虞区,330604,上虞区,330600,
新昌县,330624,新昌县,330600,
诸暨市,330681,诸暨市,330600,
嵊州市,330683,嵊州市,330600,
金华,330700,金华市,330000,
婺城区,330702,婺城区,330700,
金东区,330703,金东区,330700,
武义县,330723,武义县,330700,
浦江县,330726,浦江县,330700,
磐安县,330727,磐安县,330700,
兰溪市,330781,兰溪市,330700,
义乌市,330782,义乌市,330700,
东阳市,330783,东阳市,330700,
永康市,330784,永康市,330700,
衢州,330800,衢州市,330000,
柯城区,330802,柯城区,330800,
衢江区,330803,衢江区,330800,
常山县,330822,常山县,330800,
开化县,330824,开化县,330800,
龙游县,330825,龙游县,330800,
江山市,330881,江山市,330800,
舟山,330900,舟山市,330000,
定海区,330902,定海区,330900,
普陀区,330903,普陀区,330900,
岱山县,330921,岱山县,330900,
嵊泗县,330922,嵊泗县,330900,
台州,331000,台州市,330000,
椒江区,331002,椒江区,331000,
黄岩区,331003,黄岩区,331000,
路桥区,331004,路桥区,331000,
玉环县,331021,玉环县,331000,
三门县,331022,三门县,331000,
天台县,331023,天台县,331000,
仙居县,331024,仙居县,331000,
温岭市,331081,温岭市,331000,
临海市,331082,临海市,331000,
丽水,331100,丽水市,330000,
莲都区,331102,莲都区,331100,
青田县,331121,青田县,331100,
缙云县,331122,缙云县,331100,
遂昌县,331123,遂昌县,331100,
松阳县,331124,松阳县,331100,
云和县,331125,云和县,331100,
庆元县,331126,庆元县,331100,
景宁畲族自治县,331127,景宁畲族自治县,331100,
龙泉市,331181,龙泉市,331100,
安徽,340000,安徽省,1,
合肥,340100,合肥市,340000,
瑶海区,340102,瑶海区,340100,
庐阳区,340103,庐阳区,340100,
蜀山区,340104,蜀山区,340100,
包河区,340111,包河区,340100,
长丰县,340121,长丰县,340100,
肥东县,340122,肥东县,340100,
肥西县,340123,肥西县,340100,
庐江县,340124,庐江县,340100,
巢湖市,340181,巢湖市,340100,
芜湖,340200,芜湖市,340000,
镜湖区,340202,镜湖区,340200,
弋江区,340203,弋江区,340200,
鸠江区,340207,鸠江区,340200,
三山区,340208,三山区,340200,
芜湖县,340221,芜湖县,340200,
繁昌县,340222,繁昌县,340200,
南陵县,340223,南陵县,340200,
无为县,340225,无为县,340200,
蚌埠,340300,蚌埠市,340000,
龙子湖区,340302,龙子湖区,340300,
蚌山区,340303,蚌山区,340300,
禹会区,340304,禹会区,340300,
淮上区,340311,淮上区,340300,
怀远县,340321,怀远县,340300,
五河县,340322,五河县,340300,
固镇县,340323,固镇县,340300,
淮南,340400,淮南市,340000,
大通区,340402,大通区,340400,
田家庵区,340403,田家庵区,340400,
谢家集区,340404,谢家集区,340400,
八公山区,340405,八公山区,340400,
潘集区,340406,潘集区,340400,
凤台县,340421,凤台县,340400,
寿县,340422,寿县,340400,
马鞍山,340500,马鞍山市,340000,
花山区,340503,花山区,340500,
雨山区,340504,雨山区,340500,
博望区,340506,博望区,340500,
当涂县,340521,当涂县,340500,
含山县,340522,含山县,340500,
和县,340523,和县,340500,
淮北,340600,淮北市,340000,
杜集区,340602,杜集区,340600,
相山区,340603,相山区,340600,
烈山区,340604,烈山区,340600,
濉溪县,340621,濉溪县,340600,
铜陵,340700,铜陵市,340000,
铜官区,340705,铜官区,340700,
义安区,340706,义安区,340700,
郊区,340711,郊区,340700,
枞阳县,340722,枞阳县,340700,
安庆,340800,安庆市,340000,
迎江区,340802,迎江区,340800,
大观区,340803,大观区,340800,
宜秀区,340811,宜秀区,340800,
怀宁县,340822,怀宁县,340800,
潜山县,340824,潜山县,340800,
太湖县,340825,太湖县,340800,
宿松县,340826,宿松县,340800,
望江县,340827,望江县,340800,
岳西县,340828,岳西县,340800,
桐城市,340881,桐城市,340800,
黄山,341000,黄山市,340000,
屯溪区,341002,屯溪区,341000,
黄山区,341003,黄山区,341000,
徽州区,341004,徽州区,341000,
歙县,341021,歙县,341000,
休宁县,341022,休宁县,341000,
黟县,341023,黟县,341000,
祁门县,341024,祁门县,341000,
滁州,341100,滁州市,340000,
琅琊区,341102,琅琊区,341100,
南谯区,341103,南谯区,341100,
来安县,341122,来安县,341100,
全椒县,341124,全椒县,341100,
定远县,341125,定远县,341100,
凤阳县,341126,凤阳县,341100,
天长市,341181,天长市,341100,
明光市,341182,明光市,341100,
阜阳,341200,阜阳市,340000,
颍州区,341202,颍州区,341200,
颍东区,341203,颍东区,341200,
颍泉区,341204,颍泉区,341200,
临泉县,341221,临泉县,341200,
太和县,341222,太和县,341200,
阜南县,341225,阜南县,341200,
颍上县,341226,颍上县,341200,
界首市,341282,界首市,341200,
宿州,341300,宿州市,340000,
墉桥区,341302,墉桥区,341300,
砀山县,341321,砀山县,341300,
萧县,341322,萧县,341300,
灵璧县,341323,灵璧县,341300,
泗县,341324,泗县,341300,
六安,341500,六安市,340000,
金安区,341502,金安区,341500,
裕安区,341503,裕安区,341500,
叶集区,341504,叶集区,341500,
霍邱县,341522,霍邱县,341500,
舒城县,341523,舒城县,341500,
金寨县,341524,金寨县,341500,
霍山县,341525,霍山县,341500,
亳州,341600,亳州市,340000,
谯城区,341602,谯城区,341600,
涡阳县,341621,涡阳县,341600,
蒙城县,341622,蒙城县,341600,
利辛县,341623,利辛县,341600,
池州,341700,池州市,340000,
贵池区,341702,贵池区,341700,
东至县,341721,东至县,341700,
石台县,341722,石台县,341700,
青阳县,341723,青阳县,341700,
宣城,341800,宣城市,340000,
宣州区,341802,宣州区,341800,
郎溪县,341821,郎溪县,341800,
广德县,341822,广德县,341800,
泾县,341823,泾县,341800,
绩溪县,341824,绩溪县,341800,
旌德县,341825,旌德县,341800,
宁国市,341881,宁国市,341800,
福建,350000,福建省,1,
福州,350100,福州市,350000,
鼓楼区,350102,鼓楼区,350100,
台江区,350103,台江区,350100,
仓山区,350104,仓山区,350100,
马尾区,350105,马尾区,350100,
晋安区,350111,晋安区,350100,
闽侯县,350121,闽侯县,350100,
连江县,350122,连江县,350100,
罗源县,350123,罗源县,350100,
闽清县,350124,闽清县,350100,
永泰县,350125,永泰县,350100,
平潭县,350128,平潭县,350100,
福清市,350181,福清市,350100,
长乐市,350182,长乐市,350100,
厦门,350200,厦门市,350000,
思明区,350203,思明区,350200,
海沧区,350205,海沧区,350200,
湖里区,350206,湖里区,350200,
集美区,350211,集美区,350200,
同安区,350212,同安区,350200,
翔安区,350213,翔安区,350200,
莆田,350300,莆田市,350000,
城厢区,350302,城厢区,350300,
涵江区,350303,涵江区,350300,
荔城区,350304,荔城区,350300,
秀屿区,350305,秀屿区,350300,
仙游县,350322,仙游县,350300,
三明,350400,三明市,350000,
梅列区,350402,梅列区,350400,
三元区,350403,三元区,350400,
明溪县,350421,明溪县,350400,
清流县,350423,清流县,350400,
宁化县,350424,宁化县,350400,
大田县,350425,大田县,350400,
尤溪县,350426,尤溪县,350400,
沙县,350427,沙县,350400,
将乐县,350428,将乐县,350400,
泰宁县,350429,泰宁县,350400,
建宁县,350430,建宁县,350400,
永安市,350481,永安市,350400,
泉州,350500,泉州市,350000,
鲤城区,350502,鲤城区,350500,
丰泽区,350503,丰泽区,350500,
洛江区,350504,洛江区,350500,
泉港区,350505,泉港区,350500,
惠安县,350521,惠安县,350500,
安溪县,350524,安溪县,350500,
永春县,350525,永春县,350500,
德化县,350526,德化县,350500,
金门县,350527,金门县,350500,
石狮市,350581,石狮市,350500,
晋江市,350582,晋江市,350500,
南安市,350583,南安市,350500,
漳州,350600,漳州市,350000,
芗城区,350602,芗城区,350600,
龙文区,350603,龙文区,350600,
云霄县,350622,云霄县,350600,
漳浦县,350623,漳浦县,350600,
诏安县,350624,诏安县,350600,
长泰县,350625,长泰县,350600,
东山县,350626,东山县,350600,
南靖县,350627,南靖县,350600,
平和县,350628,平和县,350600,
华安县,350629,华安县,350600,
龙海市,350681,龙海市,350600,
南平,350700,南平市,350000,
延平区,350702,延平区,350700,
建阳区,350703,建阳区,350700,
顺昌县,350721,顺昌县,350700,
浦城县,350722,浦城县,350700,
光泽县,350723,光泽县,350700,
松溪县,350724,松溪县,350700,
